user_id,date
d20fc4cb-8020-41de-abd0-680c3dbbf3a8,5/5/16
de935e74-ae5c-46ce-a75d-8a2814be3c0f,5/5/16
e23e0f8f-c4ec-4b9a-9ce3-1f8fb022f7ae,5/11/16
e23e0f8f-c4ec-4b9a-9ce3-1f8fb022f7ae,5/3/16
e23e0f8f-c4ec-4b9a-9ce3-1f8fb022f7ae,5/6/16
e23e0f8f-c4ec-4b9a-9ce3-1f8fb022f7ae,5/30/16
e2c1684b-7cb4-4562-859e-ab4627be122f,5/3/16
ec5e5608-a870-40b5-9ded-a2ddbb30d83b,6/9/16
ec5e5608-a870-40b5-9ded-a2ddbb30d83b,6/8/16
ed7e3966-da97-456c-a415-1d083fbd4864,5/4/16
ef73fbf8-0af1-4184-95ff-3679e5d8ce98,5/3/16
f2409011-4324-4a8f-ae6d-e8f1a5a12c73,5/4/16
f4b5c526-452f-46d1-9a1a-22c01a8c0e4d,5/24/16
f5683aec-977d-4706-9453-1cca371bea02,5/9/16
f745e7ef-9305-40f4-ba14-7599b20c6099,6/8/16
ff9193d8-8643-4ed7-b8b9-4367607ae84b,5/4/16
